0.000000 0.000000
0.040329 0.000828
0.079835 0.009875
0.120165 0.014973
0.160494 0.016989
0.198765 0.015955
0.238683 0.013381
0.279424 0.012925
0.319342 0.011987
0.360082 0.010633
0.398354 0.010562
