0.004115 0.000096
0.016049 0.000158
0.027572 0.000477
0.036626 0.001246
0.043621 0.002305
0.052675 0.004197
0.062140 0.006539
0.067901 0.008400
0.077366 0.010871
0.086831 0.013245
0.097531 0.015426
0.111934 0.017157
0.120165 0.017734
0.132922 0.018085
0.147737 0.017761
0.162963 0.017021
0.178601 0.015991
0.199588 0.014511
0.218519 0.013191
0.239506 0.011904
0.255556 0.011035
0.276132 0.010132
0.298354 0.009390
0.321811 0.008841
0.351440 0.008451
0.399177 0.008154
